volcano_number,volcano_name,eruption_number,event_number,event_type
268040,Gamkonora,16595,126279,Ash
268060,Gamalama,16597,126282,Explosion
268060,Gamalama,16597,126283,Ash
268060,Gamalama,16597,126284,Lapilli
268060,Gamalama,16598,126288,Explosion
268060,Gamalama,16598,126289,Lahar or mudflow
268060,Gamalama,16599,126291,Explosion
268060,Gamalama,16612,126294,Lava flow(s)
268060,Gamalama,16612,126295,Lava flow(s)
268060,Gamalama,16613,126298,Explosion
268060,Gamalama,16613,126299,Ash
268060,Gamalama,16613,126300,Property damage
268060,Gamalama,16613,126301,Evacuations
268060,Gamalama,16613,126302,Earthquakes (undefined)
268060,Gamalama,16613,126303,Earthquakes (undefined)
268060,Gamalama,16613,126304,Earthquakes (undefined)
268060,Gamalama,16613,126305,Lightning
268060,Gamalama,16613,126306,Blocks
268060,Gamalama,16614,126308,Explosion
268060,Gamalama,16614,126309,Ash
268060,Gamalama,16614,126310,Lapilli
268060,Gamalama,16614,126311,Property damage
268060,Gamalama,16614,126312,Fatalities
268060,Gamalama,16614,126313,Evacuations
268060,Gamalama,16614,126314,Earthquakes (undefined)
268060,Gamalama,16614,126315,Earthquakes (undefined)
268060,Gamalama,16614,126316,Earthquakes (undefined)
268060,Gamalama,16614,126317,Blocks
268060,Gamalama,16615,126319,Explosion
268060,Gamalama,16616,126321,Explosion
268060,Gamalama,16616,126322,Ash
268060,Gamalama,16616,126323,Property damage
268060,Gamalama,16616,126324,Fatalities
268060,Gamalama,16616,126325,Evacuations
268060,Gamalama,16616,126326,Earthquakes (undefined)
268060,Gamalama,16625,126327,Explosion
268060,Gamalama,16625,126328,Pyroclastic flow
268060,Gamalama,16626,126330,Explosion
268060,Gamalama,16626,126331,Ash
268060,Gamalama,16627,126333,Explosion
268060,Gamalama,16628,126335,Explosion
268060,Gamalama,16628,126336,Ash
268060,Gamalama,16628,126337,Lapilli
268060,Gamalama,16628,126338,Fatalities
268060,Gamalama,16628,126339,Earthquakes (undefined)
268060,Gamalama,16629,126341,Explosion
268060,Gamalama,16629,126342,Ash
268060,Gamalama,16629,126343,Lapilli
268060,Gamalama,16629,126344,Lava flow(s)
268060,Gamalama,16629,126345,Earthquakes (undefined)
268060,Gamalama,16630,126347,Explosion
268060,Gamalama,16630,126348,Ash
268060,Gamalama,16630,126349,Lapilli
268060,Gamalama,16630,126350,Property damage
268060,Gamalama,16630,126351,Lahar or mudflow
268060,Gamalama,16630,126352,Evacuations
268060,Gamalama,16630,126353,Earthquakes (undefined)
268060,Gamalama,16630,126354,Pumice
268060,Gamalama,16631,126356,Volcanic smoke
268060,Gamalama,16631,126357,Loud audible noises
268060,Gamalama,16632,126359,Explosion
268060,Gamalama,16632,126360,Ash
268060,Gamalama,16641,126361,Loud audible noises
268060,Gamalama,16641,126362,Earthquakes (undefined)
268060,Gamalama,16641,126363,Earthquakes (undefined)
268060,Gamalama,16642,126365,Volcanic smoke
268060,Gamalama,16643,126367,Explosion
268060,Gamalama,16643,126368,Lava flow(s)
268060,Gamalama,16643,126369,Lahar or mudflow
268060,Gamalama,16643,126370,Earthquakes (undefined)
268060,Gamalama,16644,126372,Volcanic smoke
268060,Gamalama,16645,126374,Explosion
268060,Gamalama,16645,126375,Ash
268060,Gamalama,16645,126376,Lapilli
268060,Gamalama,16645,126377,Earthquakes (undefined)
268060,Gamalama,16645,126378,Earthquakes (undefined)
268060,Gamalama,16645,126379,Earthquakes (undefined)
268060,Gamalama,16646,126381,Volcanic smoke
268060,Gamalama,16646,126382,Earthquakes (undefined)
268060,Gamalama,16647,126384,Explosion
268060,Gamalama,16647,126385,Ash
268060,Gamalama,16647,126386,Lava flow(s)
268060,Gamalama,16647,126387,Earthquakes (undefined)
268060,Gamalama,16647,126388,Earthquakes (undefined)
268060,Gamalama,16647,126389,Water fountain
268060,Gamalama,16648,126391,Explosion
268060,Gamalama,16648,126392,Ash
268060,Gamalama,16648,126393,Eruption cloud
268060,Gamalama,16648,126394,Earthquakes (undefined)
268060,Gamalama,16655,126395,Earthquakes (undefined)
268060,Gamalama,16655,126396,Earthquakes (undefined)
268060,Gamalama,16656,126398,Explosion
268060,Gamalama,16656,126399,Lahar or mudflow
268060,Gamalama,16657,126401,Explosion
268060,Gamalama,16658,126403,Explosion
268060,Gamalama,16659,126405,Explosion
268060,Gamalama,16659,126406,Ash
268060,Gamalama,16659,126407,Lava flow(s)
268060,Gamalama,16659,126408,Lahar or mudflow
268060,Gamalama,16659,126409,Evacuations
268060,Gamalama,16659,126410,Earthquakes (undefined)
268060,Gamalama,16659,126411,Lightning
268060,Gamalama,16660,126413,Explosion
268060,Gamalama,16661,126415,Explosion
268060,Gamalama,16661,126416,Earthquakes (undefined)
268060,Gamalama,16662,126418,Explosion
268060,Gamalama,16662,126419,Earthquakes (undefined)
268060,Gamalama,16662,126420,Earthquakes (undefined)
268060,Gamalama,16662,126421,Blocks
268060,Gamalama,16663,126423,Explosion
268060,Gamalama,16663,126424,Ash
268060,Gamalama,16664,126426,Explosion
268060,Gamalama,16665,126428,Explosion
268060,Gamalama,16670,126429,Property damage
268060,Gamalama,16670,126430,Earthquakes (undefined)
268060,Gamalama,16670,126431,Earthquakes (undefined)
268060,Gamalama,16671,126433,Phreatic activity
268060,Gamalama,16672,126435,Explosion
268060,Gamalama,16672,126436,Ash
268060,Gamalama,16672,126437,Bombs
268060,Gamalama,16672,126438,Pyroclastic flow
268060,Gamalama,16672,126439,Loud audible noises
268060,Gamalama,16672,126440,Earthquakes (undefined)
268060,Gamalama,16672,126441,Earthquakes (undefined)
268060,Gamalama,16672,126442,Earthquakes (undefined)
268060,Gamalama,16672,126443,Ash
268060,Gamalama,16673,126445,Explosion
268060,Gamalama,16673,126446,Ash
268060,Gamalama,16673,126447,Volcanic tremor
268060,Gamalama,16673,126448,Earthquakes (undefined)
268060,Gamalama,16674,126450,Explosion
268060,Gamalama,16674,126451,Pyroclastic flow
268060,Gamalama,16675,126453,Explosion
268060,Gamalama,16675,126454,Ash
268060,Gamalama,16675,126455,Pyroclastic flow
268060,Gamalama,16675,126456,Evacuations
268060,Gamalama,16675,126457,Volcanic tremor
268060,Gamalama,16675,126458,Earthquakes (undefined)
268060,Gamalama,16675,126459,Earthquakes (undefined)
268060,Gamalama,16675,126460,Earthquakes (undefined)
268060,Gamalama,16676,126462,Phreatic activity
268070,Makian,16684,126463,Ash
268070,Makian,16685,126465,Explosion
268070,Makian,16685,126466,Ash
268070,Makian,16685,126467,Pyroclastic flow
268070,Makian,16685,126468,Phreatic activity
268070,Makian,16685,126469,Lava flow(s)
268070,Makian,16685,126470,Property damage
268070,Makian,16685,126471,Fatalities
268070,Makian,16685,126472,Lahar or mudflow
268070,Makian,16685,126473,Evacuations
268070,Makian,16685,126474,Cinder cone formation
268070,Makian,16685,126475,Earthquakes (undefined)
268070,Makian,16685,126476,Lightning
268070,Makian,16686,126478,Phreatic activity
268070,Makian,16686,126479,Volcanic smoke
268070,Makian,16687,126481,Phreatic activity
268070,Makian,16687,126482,Volcanic smoke
268070,Makian,16688,126484,Explosion
268070,Makian,16688,126485,Ash
268070,Makian,16688,126486,Lapilli
268070,Makian,16688,126487,Lava flow(s)
268070,Makian,16688,126488,Property damage
268070,Makian,16688,126489,Fatalities
268070,Makian,16688,126490,Evacuations
268070,Makian,16688,126491,Eruption cloud
268070,Makian,16688,126492,Earthquakes (undefined)
268070,Makian,16688,126493,Lightning
268070,Makian,16689,126495,Explosion
268070,Makian,16689,126496,Ash
271020,Matutum,16695,126497,Explosion
271020,Matutum,16696,126498,Explosion
271020,Matutum,16696,126499,Tephra
271020,Matutum,16697,126500,Explosion
271020,Matutum,16698,126501,Phreatic activity
271020,Matutum,16698,126502,Volcanic smoke
271031,Leonard Range,16699,126503,Explosion
271031,Leonard Range,16699,126504,Tephra
271031,Leonard Range,16700,126505,Explosion
271031,Leonard Range,16700,126506,Tephra
271031,Leonard Range,16701,126507,Explosion
271031,Leonard Range,16701,126508,Tephra
271040,Makaturing,16704,126512,Explosion
271060,Ragang,16706,126515,Explosion
271060,Ragang,16707,126517,Explosion
271060,Ragang,16708,126519,Explosion
271060,Ragang,16709,126521,Explosion
271060,Ragang,16710,126523,Explosion
271060,Ragang,16711,126525,Explosion
271060,Ragang,16712,126527,Explosion
271060,Ragang,16712,126528,Property damage
271060,Ragang,16712,126529,Fatalities
271080,Camiguin,16721,126531,Pyroclastic flow
271080,Camiguin,16721,126532,Lava flow(s)
271080,Camiguin,16721,126533,Lava dome formation
271080,Camiguin,16721,126534,Property damage
271080,Camiguin,16721,126535,Fatalities
271080,Camiguin,16721,126536,Lahar or mudflow
271080,Camiguin,16721,126537,Evacuations
271080,Camiguin,16721,126538,Loud audible noises
271080,Camiguin,16721,126539,Earthquake (tectonic)
271080,Camiguin,16721,126540,Earthquake (tectonic)
271080,Camiguin,16721,126541,Seismicity (volcanic)
271080,Camiguin,16721,126542,Seismicity (volcanic)
271080,Camiguin,16721,126543,Directed explosion
272020,Kanlaon,16722,126545,Ash
272020,Kanlaon,16722,126546,Phreatic activity
272020,Kanlaon,16723,126548,Ash
272020,Kanlaon,16723,126549,Phreatic activity
272020,Kanlaon,16724,126551,Ash
272020,Kanlaon,16724,126552,Ash
272020,Kanlaon,16725,126554,Ash
272020,Kanlaon,16725,126555,Phreatic activity
272020,Kanlaon,16726,126557,Explosion
272020,Kanlaon,16727,126559,Explosion
272020,Kanlaon,16727,126560,Lava flow(s)
272020,Kanlaon,16728,126562,Ash
272020,Kanlaon,16728,126563,Phreatic activity
272020,Kanlaon,16737,126565,Ash
272020,Kanlaon,16737,126566,Phreatic activity
272020,Kanlaon,16737,126567,Evacuations
272020,Kanlaon,16738,126569,Ash
272020,Kanlaon,16738,126570,Phreatic activity
272020,Kanlaon,16738,126571,Eruption cloud
272020,Kanlaon,16738,126572,Volcanic tremor
272020,Kanlaon,16738,126573,Earthquakes (undefined)
272020,Kanlaon,16738,126574,Earthquakes (undefined)
272020,Kanlaon,16739,126576,Ash
272020,Kanlaon,16739,126577,Phreatic activity
272020,Kanlaon,16739,126578,Earthquakes (undefined)
272020,Kanlaon,16739,126579,Deformation (inflation)
272020,Kanlaon,16740,126581,Ash
272020,Kanlaon,16740,126582,Phreatic activity
272020,Kanlaon,16740,126583,Volcanic tremor
272020,Kanlaon,16740,126584,Deformation (inflation)
272020,Kanlaon,16741,126586,Ash
272020,Kanlaon,16741,126587,Phreatic activity
272020,Kanlaon,16741,126588,Volcanic tremor
272020,Kanlaon,16741,126589,Earthquakes (undefined)
272020,Kanlaon,16741,126590,Deformation (inflation)
272020,Kanlaon,16742,126592,Ash
272020,Kanlaon,16742,126593,Phreatic activity
272020,Kanlaon,16742,126594,Volcanic tremor
272020,Kanlaon,16742,126595,Earthquakes (undefined)
272020,Kanlaon,16743,126597,Ash
272020,Kanlaon,16743,126598,Phreatic activity
272080,Biliran,16752,126599,Ash
272080,Biliran,16752,126600,Phreatic activity
272080,Biliran,16752,126601,Debris avalanches
273010,Bulusan,16753,126602,Explosion
273010,Bulusan,16753,126603,Ash
273010,Bulusan,16753,126604,Lahar or mudflow
273010,Bulusan,16754,126605,Explosion
273010,Bulusan,16754,126606,Ash
273010,Bulusan,16754,126607,Lahar or mudflow
273010,Bulusan,16756,126610,Explosion
273010,Bulusan,16758,126613,Explosion
273010,Bulusan,16759,126615,Explosion
273010,Bulusan,16760,126617,Explosion
273010,Bulusan,16760,126618,Ash
273010,Bulusan,16760,126619,Phreatic activity
273010,Bulusan,16760,126620,Debris avalanches
273010,Bulusan,16761,126622,Explosion
273010,Bulusan,16761,126623,Ash
273010,Bulusan,16761,126624,Bombs
273010,Bulusan,16761,126625,Scoria
273010,Bulusan,16761,126626,Pyroclastic flow
273010,Bulusan,16761,126627,Lava flow(s)
273010,Bulusan,16761,126628,Lava dome formation
273010,Bulusan,16762,126630,Explosion
273010,Bulusan,16763,126632,Explosion
273010,Bulusan,16768,126633,Lightning
273010,Bulusan,16769,126635,Ash
273010,Bulusan,16769,126636,Phreatic activity
273010,Bulusan,16769,126637,Volcanic tremor
273010,Bulusan,16769,126638,Lightning
273010,Bulusan,16770,126640,Explosion
273010,Bulusan,16770,126641,Ash
273010,Bulusan,16770,126642,Pyroclastic flow
273010,Bulusan,16770,126643,Phreatic activity
273010,Bulusan,16770,126644,Fatalities
273010,Bulusan,16770,126645,Earthquakes (undefined)
273010,Bulusan,16771,126648,Explosion
273010,Bulusan,16771,126649,Ash
273010,Bulusan,16771,126650,Property damage
273010,Bulusan,16771,126651,Lahar or mudflow
273010,Bulusan,16771,126652,Loud audible noises
273010,Bulusan,16771,126653,Volcanic tremor
273010,Bulusan,16771,126654,Earthquakes (undefined)
273010,Bulusan,16771,126655,Deformation (inflation)
273010,Bulusan,16771,126656,Deformation (deflation)
273010,Bulusan,16771,126657,Lightning
273010,Bulusan,16772,126659,Explosion
273010,Bulusan,16772,126660,Ash
273010,Bulusan,16772,126661,Phreatic activity
273010,Bulusan,16772,126662,Evacuations
273010,Bulusan,16772,126663,Loud audible noises
273010,Bulusan,16772,126664,Earthquakes (undefined)
273030,Mayon,16781,126667,Ash
273030,Mayon,16781,126668,Lava flow(s)
273030,Mayon,16782,126670,Explosion
273030,Mayon,16782,126671,Ash
273030,Mayon,16782,126672,Lava flow(s)
273030,Mayon,16783,126674,Explosion
273030,Mayon,16783,126675,Ash
273030,Mayon,16784,126677,Explosion
273030,Mayon,16784,126678,Ash
273030,Mayon,16785,126681,Explosion
273030,Mayon,16785,126682,Ash
273030,Mayon,16785,126683,Lapilli
273030,Mayon,16785,126684,Pyroclastic flow
273030,Mayon,16785,126685,Lava flow(s)
273030,Mayon,16785,126686,Lahar or mudflow
273030,Mayon,16785,126687,Loud audible noises
273030,Mayon,16786,126689,Explosion
273030,Mayon,16786,126690,Ash
273030,Mayon,16786,126691,Lava flow(s)
273030,Mayon,16787,126693,Explosion
273030,Mayon,16787,126694,Ash
273030,Mayon,16787,126695,Scoria
273030,Mayon,16787,126696,Pyroclastic flow
273030,Mayon,16787,126697,Lava flow(s)
273030,Mayon,16787,126698,Property damage
273030,Mayon,16787,126699,Fatalities
273030,Mayon,16787,126700,Lahar or mudflow
273030,Mayon,16792,126701,Lahar or mudflow
273030,Mayon,16792,126702,Loud audible noises
273030,Mayon,16792,126703,Earthquakes (undefined)
273030,Mayon,16793,126705,Explosion
273030,Mayon,16793,126706,Ash
273030,Mayon,16793,126707,Lava flow(s)
273030,Mayon,16793,126708,Lahar or mudflow
273030,Mayon,16794,126710,Explosion
273030,Mayon,16794,126711,Ash
273030,Mayon,16794,126712,Lapilli
273030,Mayon,16794,126713,Pyroclastic flow
273030,Mayon,16794,126714,Lava flow(s)
273030,Mayon,16794,126715,Property damage
273030,Mayon,16794,126716,Fatalities
273030,Mayon,16794,126717,Lahar or mudflow
273030,Mayon,16794,126718,Loud audible noises
273030,Mayon,16794,126719,Earthquakes (undefined)
273030,Mayon,16794,126720,Earthquakes (undefined)
273030,Mayon,16794,126721,Lightning
273030,Mayon,16794,126722,Fauna kill
273030,Mayon,16795,126724,Explosion
273030,Mayon,16795,126725,Ash
273030,Mayon,16795,126726,Lapilli
273030,Mayon,16795,126727,Pyroclastic flow
273030,Mayon,16795,126728,Lava flow(s)
273030,Mayon,16795,126729,Lahar or mudflow
273030,Mayon,16795,126730,Eruption cloud
273030,Mayon,16795,126731,Loud audible noises
273030,Mayon,16795,126732,Earthquakes (undefined)
273030,Mayon,16795,126733,Earthquakes (undefined)
273030,Mayon,16795,126734,Lightning
273030,Mayon,16802,126735,Lava flow(s)
273030,Mayon,16802,126736,Property damage
273030,Mayon,16802,126737,Fatalities
273030,Mayon,16802,126738,Lahar or mudflow
273030,Mayon,16802,126739,Evacuations
273030,Mayon,16802,126740,Blocks
273030,Mayon,16803,126742,Explosion
273030,Mayon,16803,126743,Ash
273030,Mayon,16803,126744,Lapilli
273030,Mayon,16803,126745,Pyroclastic flow
273030,Mayon,16803,126746,Lava flow(s)
273030,Mayon,16803,126747,Property damage
273030,Mayon,16803,126748,Fatalities
273030,Mayon,16803,126749,Lahar or mudflow
273030,Mayon,16803,126750,Evacuations
273030,Mayon,16803,126751,Lava fountains
273030,Mayon,16803,126752,Loud audible noises
273030,Mayon,16803,126753,Volcanic tremor
273030,Mayon,16803,126754,Volcanic tremor
273030,Mayon,16803,126755,Seismicity (volcanic)
273030,Mayon,16803,126756,Lightning
273030,Mayon,16803,126757,Fauna kill
273030,Mayon,16805,126760,Explosion
273030,Mayon,16805,126761,Ash
273030,Mayon,16805,126762,Lava flow(s)
273030,Mayon,16805,126763,Evacuations
273030,Mayon,16805,126764,Crater formation
273030,Mayon,16805,126765,Volcanic tremor
273030,Mayon,16805,126766,Earthquakes (undefined)
273030,Mayon,16805,126767,Ash
273030,Mayon,16808,126769,Lava dome formation
273030,Mayon,16808,126770,Lahar or mudflow
273030,Mayon,16808,126771,Evacuations
273030,Mayon,16808,126772,Volcanic tremor
273030,Mayon,16808,126773,Earthquakes (undefined)
273030,Mayon,16808,126774,Deformation (inflation)
273030,Mayon,16808,126775,Lightning
273030,Mayon,16809,126777,Explosion
273030,Mayon,16809,126778,Ash
273030,Mayon,16809,126779,Phreatic activity
273030,Mayon,16809,126780,Volcanic tremor
273030,Mayon,16809,126781,Earthquakes (undefined)
273030,Mayon,16810,126783,Explosion
273030,Mayon,16810,126784,Ash
273030,Mayon,16810,126785,Scoria
273030,Mayon,16810,126786,Pyroclastic flow
273030,Mayon,16810,126787,Lava flow(s)
273030,Mayon,16810,126788,Lava dome formation
273030,Mayon,16810,126789,Evacuations
273030,Mayon,16810,126790,Lava fountains
273030,Mayon,16810,126791,Volcanic tremor
273030,Mayon,16810,126792,Earthquakes (undefined)
273030,Mayon,16810,126793,Earthquakes (undefined)
273030,Mayon,16810,126794,Blocks
273030,Mayon,16811,126796,Explosion
273030,Mayon,16811,126797,Ash
273030,Mayon,16811,126798,Volcanic tremor
273030,Mayon,16811,126799,Deformation (inflation)
273030,Mayon,16812,126801,Ash
273030,Mayon,16812,126802,Phreatic activity
273030,Mayon,16818,126803,Phreatic activity
273030,Mayon,16818,126804,Earthquakes (undefined)
273030,Mayon,16818,126805,Deformation (deflation)
273030,Mayon,16819,126807,Explosion
273030,Mayon,16819,126808,Ash
273030,Mayon,16819,126809,Pyroclastic flow
273030,Mayon,16819,126810,Lava flow(s)
273030,Mayon,16819,126811,Evacuations
273030,Mayon,16819,126812,Lava fountains
273030,Mayon,16819,126813,Earthquakes (undefined)
273030,Mayon,16819,126814,Earthquakes (undefined)
273041,Iriga,16820,126816,Ash
273041,Iriga,16820,126817,Lapilli
273041,Iriga,16820,126818,Pyroclastic flow
273041,Iriga,16820,126819,Phreatic activity
273041,Iriga,16820,126820,Property damage
273041,Iriga,16820,126821,Fatalities
273041,Iriga,16820,126822,Lahar or mudflow
273041,Iriga,16820,126823,Debris avalanches
273041,Iriga,16820,126824,Earthquakes (undefined)
273050,Banahaw,16821,126826,Explosion
273050,Banahaw,16821,126827,Property damage
273050,Banahaw,16821,126828,Lahar or mudflow
273050,Banahaw,16822,126829,Explosion
273050,Banahaw,16822,126830,Lahar or mudflow
