volcano_number,volcano_name,eruption_number,event_number,event_type
264010,Batur,16191,125419,Explosion
264010,Batur,16191,125420,Ash
264010,Batur,16191,125421,Bombs
264010,Batur,16192,125423,Explosion
264010,Batur,16192,125424,Ash
264010,Batur,16193,125427,Explosion
264010,Batur,16193,125428,Ash
264010,Batur,16193,125429,Bombs
264010,Batur,16193,125430,Lava flow(s)
264010,Batur,16193,125431,Lava lake
264010,Batur,16193,125432,Property damage
264010,Batur,16193,125433,Evacuations
264010,Batur,16193,125434,Earthquakes (undefined)
264010,Batur,16194,125437,Explosion
264010,Batur,16194,125438,Ash
264010,Batur,16194,125439,Lapilli
264010,Batur,16194,125440,Bombs
264010,Batur,16194,125441,Lava flow(s)
264010,Batur,16194,125442,Property damage
264010,Batur,16204,125444,Explosion
264010,Batur,16204,125445,Ash
264010,Batur,16204,125446,Lava flow(s)
264010,Batur,16204,125447,Volcanic tremor
264010,Batur,16205,125448,Explosion
264010,Batur,16205,125449,Volcanic tremor
264010,Batur,16206,125451,Explosion
264010,Batur,16206,125452,Ash
264010,Batur,16206,125453,Loud audible noises
264010,Batur,16206,125454,Earthquakes (undefined)
264010,Batur,16206,125455,Ash
264020,Agung,16207,125457,Explosion
264020,Agung,16208,125459,Explosion
264020,Agung,16208,125460,Volcanic smoke
264020,Agung,16209,125462,Explosion
264020,Agung,16209,125463,Ash
264020,Agung,16209,125464,Earthquakes (undefined)
264020,Agung,16209,125465,Blocks
264020,Agung,16210,125467,Explosion
264020,Agung,16210,125468,Ash
264020,Agung,16210,125469,Lapilli
264020,Agung,16210,125470,Bombs
264020,Agung,16210,125471,Pyroclastic flow
264020,Agung,16210,125472,Lava flow(s)
264020,Agung,16210,125473,Property damage
264020,Agung,16210,125474,Fatalities
264020,Agung,16210,125475,Lahar or mudflow
264020,Agung,16210,125476,Evacuations
264030,Rinjani,16219,125477,Lava dome formation
264030,Rinjani,16219,125478,Property damage
264030,Rinjani,16219,125479,Seismicity (volcanic)
264030,Rinjani,16219,125480,Lightning
264030,Rinjani,16220,125483,Lava flow(s)
264030,Rinjani,16222,125487,Lava flow(s)
264030,Rinjani,16223,125489,Explosion
264030,Rinjani,16223,125490,Ash
264030,Rinjani,16223,125491,Lava flow(s)
264030,Rinjani,16223,125492,Earthquakes (undefined)
264030,Rinjani,16224,125494,Explosion
264030,Rinjani,16224,125495,Ash
264030,Rinjani,16224,125496,Pyroclastic flow
264030,Rinjani,16224,125497,Lava flow(s)
264030,Rinjani,16224,125498,Fatalities
264030,Rinjani,16224,125499,Lahar or mudflow
264030,Rinjani,16224,125500,Earthquakes (undefined)
264030,Rinjani,16224,125501,Earthquakes (undefined)
264030,Rinjani,16225,125502,Explosion
264030,Rinjani,16225,125503,Ash
264030,Rinjani,16226,125506,Ash
264030,Rinjani,16226,125507,Eruption cloud
264030,Rinjani,16226,125508,Volcanic tremor
264030,Rinjani,16226,125509,Earthquakes (undefined)
264030,Rinjani,16226,125510,Earthquakes (undefined)
264040,Tambora,16233,125511,Lava flow(s)
264040,Tambora,16233,125512,Lava dome formation
264040,Tambora,16233,125513,Crater formation
264040,Tambora,16234,125515,Lava flow(s)
264050,Sangeang Api,16235,125517,Explosion
264050,Sangeang Api,16236,125519,Explosion
264050,Sangeang Api,16237,125521,Explosion
264050,Sangeang Api,16238,125523,Explosion
264050,Sangeang Api,16239,125525,Explosion
264050,Sangeang Api,16239,125526,Ash
264050,Sangeang Api,16239,125527,Lava flow(s)
264050,Sangeang Api,16239,125528,Earthquakes (undefined)
264050,Sangeang Api,16240,125530,Explosion
264050,Sangeang Api,16241,125532,Explosion
264050,Sangeang Api,16242,125534,Explosion
264050,Sangeang Api,16242,125535,Ash
264050,Sangeang Api,16242,125536,Lapilli
264050,Sangeang Api,16242,125537,Bombs
264050,Sangeang Api,16242,125538,Lava flow(s)
264050,Sangeang Api,16242,125539,Lahar or mudflow
264050,Sangeang Api,16242,125540,Evacuations
264050,Sangeang Api,16242,125541,Loud audible noises
264050,Sangeang Api,16242,125542,Seismicity (volcanic)
264050,Sangeang Api,16243,125544,Explosion
264050,Sangeang Api,16251,125545,Lahar or mudflow
264050,Sangeang Api,16251,125546,Evacuations
264050,Sangeang Api,16251,125547,Earthquakes (undefined)
264050,Sangeang Api,16251,125548,Blocks
264050,Sangeang Api,16252,125550,Explosion
264050,Sangeang Api,16252,125551,Lava flow(s)
264050,Sangeang Api,16252,125552,Lava dome formation
264050,Sangeang Api,16253,125554,Earthquakes (undefined)
264071,Ranakah,16254,125556,Explosion
264071,Ranakah,16254,125557,Ash
264071,Ranakah,16254,125558,Pyroclastic flow
264071,Ranakah,16254,125559,Lava flow(s)
264071,Ranakah,16254,125560,Spine formation
264071,Ranakah,16254,125561,Evacuations
264071,Ranakah,16254,125562,Eruption cloud
264071,Ranakah,16254,125563,Earthquakes (undefined)
264071,Ranakah,16255,125565,Explosion
264071,Ranakah,16255,125566,Ash
264080,Inierie,16256,125568,Explosion
264080,Inierie,16256,125569,Tephra
264090,Inielika,16257,125571,Ash
264090,Inielika,16257,125572,Phreatic activity
264090,Inielika,16257,125573,Property damage
264090,Inielika,16258,125576,Ash
264090,Inielika,16258,125577,Lapilli
264090,Inielika,16258,125578,Phreatic activity
264150,Paluweh,16266,125579,Tsunami
264150,Paluweh,16266,125580,Evacuations
264150,Paluweh,16266,125581,Debris avalanches
264150,Paluweh,16266,125582,Crater formation
264150,Paluweh,16266,125583,Earthquakes (undefined)
264150,Paluweh,16266,125584,Pumice
264150,Paluweh,16266,125585,Blocks
264150,Paluweh,16267,125587,Explosion
264150,Paluweh,16267,125588,Ash
264150,Paluweh,16267,125589,Pyroclastic flow
264150,Paluweh,16267,125590,Lava flow(s)
264150,Paluweh,16267,125591,Lava dome formation
264150,Paluweh,16267,125592,Property damage
264150,Paluweh,16267,125593,Fatalities
264150,Paluweh,16267,125594,Eruption cloud
264150,Paluweh,16267,125595,Earthquakes (undefined)
264150,Paluweh,16267,125596,Earthquakes (undefined)
264150,Paluweh,16268,125598,Explosion
264150,Paluweh,16268,125599,Ash
264150,Paluweh,16268,125600,Bombs
264150,Paluweh,16268,125601,Property damage
264150,Paluweh,16269,125603,Explosion
264150,Paluweh,16269,125604,Ash
264150,Paluweh,16270,125606,Explosion
264150,Paluweh,16270,125607,Ash
264150,Paluweh,16270,125608,Bombs
264150,Paluweh,16270,125609,Pyroclastic flow
264150,Paluweh,16270,125610,Lava dome formation
264150,Paluweh,16270,125611,Property damage
264150,Paluweh,16270,125612,Evacuations
264160,Egon,16277,125613,Ash
264160,Egon,16277,125614,Lapilli
264160,Egon,16277,125615,Evacuations
264160,Egon,16277,125616,Volcanic tremor
264160,Egon,16277,125617,Volcanic tremor
264160,Egon,16277,125618,Earthquakes (undefined)
264160,Egon,16277,125619,Earthquakes (undefined)
264160,Egon,16277,125620,Ash
264160,Egon,16278,125622,Ash
264160,Egon,16278,125623,Phreatic activity
264160,Egon,16278,125624,Evacuations
264160,Egon,16278,125625,Earthquakes (undefined)
264160,Egon,16278,125626,Earthquakes (undefined)
264180,Lewotobi,16279,125628,Explosion
264180,Lewotobi,16279,125629,Lava flow(s)
264180,Lewotobi,16280,125630,Volcanic smoke
264180,Lewotobi,16281,125632,Explosion
264180,Lewotobi,16281,125633,Ash
264180,Lewotobi,16281,125634,Loud audible noises
264180,Lewotobi,16281,125635,Earthquakes (undefined)
264180,Lewotobi,16282,125637,Explosion
264180,Lewotobi,16282,125638,Ash
264180,Lewotobi,16283,125640,Explosion
264180,Lewotobi,16283,125641,Ash
264180,Lewotobi,16283,125642,Blocks
264180,Lewotobi,16284,125644,Explosion
264180,Lewotobi,16285,125646,Explosion
264180,Lewotobi,16291,125647,Earthquakes (undefined)
264180,Lewotobi,16292,125649,Explosion
264180,Lewotobi,16292,125650,Ash
264180,Lewotobi,16292,125651,Loud audible noises
264180,Lewotobi,16293,125653,Explosion
264180,Lewotobi,16293,125654,Ash
264180,Lewotobi,16294,125656,Explosion
264180,Lewotobi,16294,125657,Ash
264180,Lewotobi,16294,125658,Earthquakes (undefined)
264180,Lewotobi,16294,125659,Lightning
264180,Lewotobi,16295,125661,Explosion
264180,Lewotobi,16295,125662,Ash
264180,Lewotobi,16296,125664,Explosion
264180,Lewotobi,16296,125665,Ash
264180,Lewotobi,16297,125667,Explosion
264180,Lewotobi,16297,125668,Ash
264180,Lewotobi,16297,125669,Earthquakes (undefined)
264180,Lewotobi,16297,125670,Earthquakes (undefined)
264180,Lewotobi,16298,125672,Explosion
264180,Lewotobi,16298,125673,Ash
264180,Lewotobi,16298,125674,Lapilli
264180,Lewotobi,16298,125675,Bombs
264180,Lewotobi,16298,125676,Evacuations
264180,Lewotobi,16298,125677,Lava fountains
264180,Lewotobi,16298,125678,Earthquakes (undefined)
264180,Lewotobi,16298,125679,Earthquakes (undefined)
264220,Iliboleng,16311,125682,Explosion
264220,Iliboleng,16311,125683,Ash
264220,Iliboleng,16311,125684,Lava flow(s)
264220,Iliboleng,16312,125686,Explosion
264220,Iliboleng,16313,125688,Explosion
264220,Iliboleng,16313,125689,Ash
264220,Iliboleng,16314,125691,Explosion
264220,Iliboleng,16315,125693,Explosion
264220,Iliboleng,16315,125694,Ash
264220,Iliboleng,16316,125696,Explosion
264220,Iliboleng,16316,125697,Blocks
264220,Iliboleng,16317,125699,Explosion
264220,Iliboleng,16318,125701,Explosion
264220,Iliboleng,16319,125703,Explosion
264220,Iliboleng,16320,125704,Explosion
264220,Iliboleng,16321,125706,Explosion
264220,Iliboleng,16321,125707,Ash
264220,Iliboleng,16321,125708,Property damage
264220,Iliboleng,16321,125709,Earthquakes (undefined)
264220,Iliboleng,16322,125711,Explosion
264220,Iliboleng,16322,125712,Ash
264220,Iliboleng,16322,125713,Earthquakes (undefined)
264230,Lewotolo,16332,125715,Property damage
264230,Lewotolo,16332,125716,Crater formation
264230,Lewotolo,16333,125718,Explosion
264230,Lewotolo,16334,125720,Explosion
264230,Lewotolo,16335,125722,Explosion
264230,Lewotolo,16335,125723,Crater formation
264250,Iliwerung,16337,125726,Explosion
264250,Iliwerung,16337,125727,Lava dome formation
264250,Iliwerung,16337,125728,Fatalities
264250,Iliwerung,16338,125730,Explosion
264250,Iliwerung,16339,125732,Explosion
264250,Iliwerung,16339,125733,Lava dome formation
264250,Iliwerung,16340,125734,Volcanic smoke
264250,Iliwerung,16341,125738,Explosion
264250,Iliwerung,16341,125739,Pyroclastic flow
264250,Iliwerung,16341,125740,Lava dome formation
264250,Iliwerung,16341,125741,Property damage
264250,Iliwerung,16341,125742,Fatalities
264250,Iliwerung,16341,125743,Loud audible noises
264250,Iliwerung,16341,125744,Seismicity (volcanic)
264250,Iliwerung,16341,125745,Seismicity (volcanic)
264250,Iliwerung,16341,125746,Earthquakes (undefined)
264250,Iliwerung,16342,125748,Explosion
264250,Iliwerung,16346,125749,Fatalities
264250,Iliwerung,16346,125750,Tsunami
264250,Iliwerung,16346,125751,Earthquakes (undefined)
264250,Iliwerung,16347,125754,Tsunami
264250,Iliwerung,16348,125757,Explosion
264250,Iliwerung,16348,125758,Fatalities
264250,Iliwerung,16348,125759,Tsunami
264250,Iliwerung,16349,125762,Explosion
264250,Iliwerung,16349,125763,Ash
264250,Iliwerung,16349,125764,Bombs
264250,Iliwerung,16349,125765,Earthquakes (undefined)
264250,Iliwerung,16349,125766,Blocks
264250,Iliwerung,16350,125769,Explosion
264250,Iliwerung,16350,125770,Loud audible noises
264250,Iliwerung,16350,125771,Volcanic tremor
264250,Iliwerung,16350,125772,Earthquakes (undefined)
264250,Iliwerung,16350,125773,Earthquakes (undefined)
264260,"Tara, Batu",16351,125775,Explosion
264260,"Tara, Batu",16351,125776,Lava flow(s)
264260,"Tara, Batu",16352,125778,Explosion
264260,"Tara, Batu",16352,125779,Ash
264260,"Tara, Batu",16353,125781,Explosion
264260,"Tara, Batu",16353,125782,Ash
265030,Gunungapi Wetar,16371,125795,Explosion
265030,Gunungapi Wetar,16371,125796,Lava flow(s)
265030,Gunungapi Wetar,16371,125797,Lava flow(s)
265030,Gunungapi Wetar,16372,125799,Explosion
265040,Wurlali,16373,125801,Explosion
265050,Teon,16374,125803,Explosion
265050,Teon,16375,125805,Explosion
265050,Teon,16375,125806,Pyroclastic flow
265050,Teon,16375,125807,Property damage
265050,Teon,16375,125808,Fatalities
265050,Teon,16376,125810,Explosion
265050,Teon,16377,125812,Explosion
265050,Teon,16378,125814,Explosion
265060,Nila,16379,125816,Phreatic activity
265070,Serua,16388,125817,Lava flow(s)
265070,Serua,16388,125818,Evacuations
265070,Serua,16388,125819,Loud audible noises
265070,Serua,16389,125821,Explosion
265070,Serua,16390,125823,Explosion
265070,Serua,16391,125825,Explosion
265070,Serua,16391,125826,Property damage
265070,Serua,16392,125828,Explosion
265070,Serua,16392,125829,Lava flow(s)
265070,Serua,16393,125831,Explosion
265070,Serua,16393,125832,Lava flow(s)
265070,Serua,16393,125833,Crater formation
265070,Serua,16393,125834,Earthquakes (undefined)
265070,Serua,16394,125837,Explosion
265070,Serua,16394,125838,Lava flow(s)
265070,Serua,16394,125839,Evacuations
265070,Serua,16394,125840,Debris avalanches
265070,Serua,16394,125841,Earthquakes (undefined)
265090,Banda Api,16395,125843,Explosion
265090,Banda Api,16396,125845,Explosion
265090,Banda Api,16396,125846,Property damage
265090,Banda Api,16396,125847,Fatalities
265090,Banda Api,16397,125849,Explosion
265090,Banda Api,16409,125851,Explosion
265090,Banda Api,16410,125853,Explosion
265090,Banda Api,16411,125855,Explosion
265090,Banda Api,16412,125858,Explosion
265090,Banda Api,16412,125859,Ash
265090,Banda Api,16412,125860,Lava flow(s)
265090,Banda Api,16412,125861,Property damage
265090,Banda Api,16412,125862,Fatalities
265090,Banda Api,16412,125863,Evacuations
265090,Banda Api,16412,125864,Lava flow(s)
265090,Banda Api,16413,125867,Explosion
265090,Banda Api,16413,125868,Ash
265090,Banda Api,16413,125869,Lava flow(s)
265090,Banda Api,16413,125870,Crater formation
265090,Banda Api,16414,125872,Explosion
265090,Banda Api,16414,125873,Ash
265090,Banda Api,16416,125875,Volcanic smoke
265090,Banda Api,16416,125876,Loud audible noises
265090,Banda Api,16417,125878,Explosion
265090,Banda Api,16417,125879,Ash
265090,Banda Api,16417,125880,Earthquakes (undefined)
265090,Banda Api,16418,125883,Explosion
265090,Banda Api,16418,125884,Lava flow(s)
266010,Colo,16421,125885,Evacuations
266010,Colo,16421,125886,Earthquakes (undefined)
266010,Colo,16421,125887,Earthquakes (undefined)
266010,Colo,16422,125889,Phreatic activity
266010,Colo,16423,125891,Explosion
266010,Colo,16423,125892,Ash
266010,Colo,16423,125893,Lapilli
266010,Colo,16423,125894,Bombs
266010,Colo,16423,125895,Pyroclastic flow
266010,Colo,16423,125896,Phreatic activity
266010,Colo,16423,125897,Property damage
266010,Colo,16423,125898,Evacuations
266010,Colo,16423,125899,Eruption cloud
266010,Colo,16423,125900,Volcanic tremor
266010,Colo,16423,125901,Seismicity (volcanic)
266010,Colo,16423,125902,Seismicity (volcanic)
266010,Colo,16423,125903,Fauna kill
266030,Soputan,16425,125906,Explosion
266030,Soputan,16425,125907,Tsunami
266030,Soputan,16425,125908,Earthquakes (undefined)
266030,Soputan,16426,125910,Phreatic activity
266030,Soputan,16426,125911,Volcanic smoke
266030,Soputan,16427,125913,Explosion
266030,Soputan,16427,125914,Volcanic smoke
266030,Soputan,16428,125916,Explosion
266030,Soputan,16428,125917,Ash
266030,Soputan,16428,125918,Property damage
266030,Soputan,16432,125919,Loud audible noises
266030,Soputan,16432,125920,Volcanic tremor
266030,Soputan,16432,125921,Earthquakes (undefined)
266030,Soputan,16433,125923,Explosion
266030,Soputan,16433,125924,Ash
266030,Soputan,16433,125925,Lava dome formation
266030,Soputan,16433,125926,Loud audible noises
266030,Soputan,16434,125928,Explosion
266030,Soputan,16434,125929,Ash
266030,Soputan,16434,125930,Loud audible noises
266030,Soputan,16435,125932,Explosion
266030,Soputan,16435,125933,Ash
266030,Soputan,16435,125934,Pyroclastic flow
266030,Soputan,16435,125935,Lava flow(s)
266030,Soputan,16435,125936,Lava dome formation
266030,Soputan,16435,125937,Property damage
266030,Soputan,16435,125938,Loud audible noises
266030,Soputan,16435,125939,Volcanic tremor
266030,Soputan,16435,125940,Earthquakes (undefined)
266030,Soputan,16435,125941,Deformation (deflation)
266030,Soputan,16436,125943,Explosion
266030,Soputan,16436,125944,Ash
266030,Soputan,16436,125945,Pyroclastic flow
266030,Soputan,16436,125946,Lava flow(s)
266030,Soputan,16436,125947,Property damage
266030,Soputan,16436,125948,Loud audible noises
266030,Soputan,16436,125949,Volcanic tremor
266030,Soputan,16436,125950,Earthquakes (undefined)
266030,Soputan,16436,125951,Lightning
266100,Lokon-Empung,16445,125953,Ash
266100,Lokon-Empung,16445,125954,Bombs
266100,Lokon-Empung,16445,125955,Lava dome formation
266100,Lokon-Empung,16445,125956,Property damage
266100,Lokon-Empung,16445,125957,Flames
266100,Lokon-Empung,16445,125958,Volcanic tremor
266100,Lokon-Empung,16445,125959,Seismicity (volcanic)
266100,Lokon-Empung,16445,125960,Lightning
266100,Lokon-Empung,16445,125961,Blocks
266100,Lokon-Empung,16445,125962,Glow
266100,Lokon-Empung,16446,125964,Explosion
266100,Lokon-Empung,16446,125965,Ash
266100,Lokon-Empung,16446,125966,Lapilli
266100,Lokon-Empung,16446,125967,Bombs
266100,Lokon-Empung,16446,125968,Pyroclastic flow
266100,Lokon-Empung,16446,125969,Lava dome formation
266100,Lokon-Empung,16446,125970,Property damage
266100,Lokon-Empung,16446,125971,Eruption cloud
266100,Lokon-Empung,16446,125972,Loud audible noises
266100,Lokon-Empung,16446,125973,Lightning
266100,Lokon-Empung,16446,125974,Glow
266100,Lokon-Empung,16447,125976,Explosion
266100,Lokon-Empung,16447,125977,Ash
266100,Lokon-Empung,16448,125979,Phreatic activity
266100,Lokon-Empung,16449,125981,Explosion
266100,Lokon-Empung,16449,125982,Ash
266100,Lokon-Empung,16449,125983,Eruption cloud
266100,Lokon-Empung,16450,125985,Explosion
266100,Lokon-Empung,16450,125986,Ash
266110,Mahawu,16469,125987,Lahar or mudflow
266110,Mahawu,16469,125988,Evacuations
266110,Mahawu,16469,125989,Flames
266110,Mahawu,16469,125990,Lightning
266110,Mahawu,16470,125993,Phreatic activity
266130,Tangkoko-Duasudara,16471,125995,Explosion
266130,Tangkoko-Duasudara,16471,125996,Ash
266130,Tangkoko-Duasudara,16471,125997,Property damage
266130,Tangkoko-Duasudara,16472,125999,Explosion
266130,Tangkoko-Duasudara,16473,126001,Explosion
266130,Tangkoko-Duasudara,16474,126005,Explosion
266130,Tangkoko-Duasudara,16474,126006,Lava flow(s)
266130,Tangkoko-Duasudara,16474,126007,Lava dome formation
266130,Tangkoko-Duasudara,16474,126008,Property damage
266130,Tangkoko-Duasudara,16474,126009,Cinder cone formation
266130,Tangkoko-Duasudara,16475,126011,Lava flow(s)
266130,Tangkoko-Duasudara,16476,126013,Explosion
267010,Ruang,16477,126015,Explosion
267010,Ruang,16477,126016,Pyroclastic flow
267010,Ruang,16477,126017,Property damage
267010,Ruang,16478,126019,Explosion
267010,Ruang,16486,126021,Explosion
267010,Ruang,16486,126022,Ash
267010,Ruang,16486,126023,Pyroclastic flow
267010,Ruang,16486,126024,Lava flow(s)
267010,Ruang,16487,126025,Fumarolic or solfataric
267010,Ruang,16488,126026,Fumarolic or solfataric
268060,Gamalama,16490,126029,Explosion
267010,Ruang,16491,126031,Explosion
267010,Ruang,16491,126032,Lava flow(s)
267010,Ruang,16491,126033,Lava dome formation
267010,Ruang,16491,126034,Lava flow(s)
267010,Ruang,16492,126035,Explosion
267010,Ruang,16493,126037,Explosion
267010,Ruang,16493,126038,Ash
267010,Ruang,16493,126039,Pyroclastic flow
267010,Ruang,16493,126040,Property damage
267010,Ruang,16493,126041,Lahar or mudflow
267010,Ruang,16493,126042,Evacuations
267020,Karangetang,16494,126044,Explosion
267020,Karangetang,16495,126046,Explosion
267020,Karangetang,16496,126048,Explosion
267020,Karangetang,16497,126050,Explosion
267020,Karangetang,16498,126052,Explosion
267020,Karangetang,16499,126054,Explosion
267020,Karangetang,16511,126056,Explosion
267020,Karangetang,16512,126058,Explosion
267020,Karangetang,16513,126060,Explosion
267020,Karangetang,16513,126061,Property damage
267020,Karangetang,16513,126062,Fatalities
267020,Karangetang,16514,126064,Explosion
267020,Karangetang,16514,126065,Ash
267020,Karangetang,16514,126066,Lapilli
267020,Karangetang,16514,126067,Property damage
267020,Karangetang,16514,126068,Flames
267020,Karangetang,16514,126069,Earthquakes (undefined)
267020,Karangetang,16514,126070,Lightning
267020,Karangetang,16514,126071,Blocks
267020,Karangetang,16515,126073,Explosion
267020,Karangetang,16516,126075,Explosion
267020,Karangetang,16517,126077,Explosion
267020,Karangetang,16518,126079,Explosion
267020,Karangetang,16518,126080,Ash
267020,Karangetang,16518,126081,Earthquakes (undefined)
267020,Karangetang,16519,126083,Explosion
267020,Karangetang,16519,126084,Ash
267020,Karangetang,16519,126085,Lapilli
267020,Karangetang,16519,126086,Property damage
267020,Karangetang,16519,126087,Flames
267020,Karangetang,16519,126088,Earthquakes (undefined)
267020,Karangetang,16526,126089,Lava dome formation
267020,Karangetang,16526,126090,Loud audible noises
267020,Karangetang,16526,126091,Earthquakes (undefined)
267020,Karangetang,16527,126093,Explosion
267020,Karangetang,16527,126094,Phreatic activity
267020,Karangetang,16527,126095,Lava flow(s)
267020,Karangetang,16527,126096,Lava dome formation
267020,Karangetang,16527,126097,Property damage
267020,Karangetang,16527,126098,Fatalities
267020,Karangetang,16527,126099,Lahar or mudflow
267020,Karangetang,16527,126100,Evacuations
267020,Karangetang,16527,126101,Debris avalanches
267020,Karangetang,16527,126102,Loud audible noises
267020,Karangetang,16527,126103,Earthquakes (undefined)
267020,Karangetang,16527,126104,Earthquakes (undefined)
267020,Karangetang,16527,126105,Ash
267020,Karangetang,16528,126108,Explosion
267020,Karangetang,16528,126109,Ash
267020,Karangetang,16528,126110,Pyroclastic flow
267020,Karangetang,16528,126111,Lava flow(s)
267020,Karangetang,16528,126112,Property damage
267020,Karangetang,16528,126113,Fatalities
267020,Karangetang,16528,126114,Evacuations
267020,Karangetang,16528,126115,Crater formation
267020,Karangetang,16528,126116,Volcanic tremor
267020,Karangetang,16528,126117,Earthquakes (undefined)
267020,Karangetang,16528,126118,Earthquakes (undefined)
267020,Karangetang,16529,126120,Explosion
267020,Karangetang,16529,126121,Ash
267020,Karangetang,16529,126122,Volcanic tremor
267020,Karangetang,16536,126123,Explosion
267020,Karangetang,16536,126124,Loud audible noises
267020,Karangetang,16536,126125,Earthquakes (undefined)
267020,Karangetang,16537,126127,Explosion
267020,Karangetang,16537,126128,Ash
267020,Karangetang,16537,126129,Pyroclastic flow
267020,Karangetang,16537,126130,Fatalities
267020,Karangetang,16537,126131,Evacuations
267020,Karangetang,16538,126133,Explosion
267020,Karangetang,16538,126134,Earthquakes (undefined)
267020,Karangetang,16539,126136,Explosion
267020,Karangetang,16539,126137,Ash
267020,Karangetang,16539,126138,Pyroclastic flow
267020,Karangetang,16539,126139,Lava flow(s)
267020,Karangetang,16539,126140,Lava dome formation
267020,Karangetang,16539,126141,Property damage
267020,Karangetang,16539,126142,Lahar or mudflow
267020,Karangetang,16539,126143,Volcanic tremor
267020,Karangetang,16539,126144,Earthquakes (undefined)
267020,Karangetang,16539,126145,Ash
267020,Karangetang,16540,126147,Explosion
267020,Karangetang,16540,126148,Ash
267020,Karangetang,16540,126149,Lava dome formation
267020,Karangetang,16541,126151,Explosion
267020,Karangetang,16541,126152,Ash
267020,Karangetang,16541,126153,Pyroclastic flow
267020,Karangetang,16541,126154,Lava flow(s)
267020,Karangetang,16541,126155,Lava dome formation
267020,Karangetang,16541,126156,Lahar or mudflow
267030,Banua Wuhu,16546,126157,Explosion
267030,Banua Wuhu,16546,126158,Lava dome formation
267030,Banua Wuhu,16546,126159,Tsunami
267030,Banua Wuhu,16546,126160,Evacuations
267030,Banua Wuhu,16546,126161,Earthquakes (undefined)
267030,Banua Wuhu,16546,126162,Earthquakes (undefined)
267030,Banua Wuhu,16546,126163,Fauna kill
267030,Banua Wuhu,16547,126166,Explosion
267030,Banua Wuhu,16547,126167,Fauna kill
267030,Banua Wuhu,16548,126170,Island formation
267030,Banua Wuhu,16548,126171,Explosion
267030,Banua Wuhu,16548,126172,Earthquakes (undefined)
267030,Banua Wuhu,16549,126175,Explosion
267030,Banua Wuhu,16549,126176,Blocks
267030,Banua Wuhu,16550,126179,Island formation
267030,Banua Wuhu,16550,126180,Explosion
267030,Banua Wuhu,16550,126181,Ash
267030,Banua Wuhu,16550,126182,Bombs
267030,Banua Wuhu,16550,126183,Lava dome formation
267030,Banua Wuhu,16550,126184,Property damage
267030,Banua Wuhu,16550,126185,Tsunami
267030,Banua Wuhu,16550,126186,Evacuations
267030,Banua Wuhu,16551,126188,Earthquakes (undefined)
267040,Awu,16552,126190,Explosion
267040,Awu,16558,126192,Phreatic activity
267040,Awu,16559,126194,Explosion
267040,Awu,16560,126196,Phreatic activity
267040,Awu,16561,126198,Explosion
267040,Awu,16561,126199,Ash
267040,Awu,16561,126200,Pyroclastic flow
267040,Awu,16561,126201,Property damage
267040,Awu,16561,126202,Fatalities
267040,Awu,16561,126203,Lahar or mudflow
267040,Awu,16561,126204,Tsunami
267040,Awu,16561,126205,Loud audible noises
267040,Awu,16561,126206,Earthquakes (undefined)
267040,Awu,16562,126208,Phreatic activity
267040,Awu,16563,126210,Ash
267040,Awu,16563,126211,Phreatic activity
267040,Awu,16563,126212,Earthquakes (undefined)
267040,Awu,16564,126215,Phreatic activity
267040,Awu,16564,126216,Lava dome formation
267040,Awu,16565,126219,Phreatic activity
267040,Awu,16565,126220,Lava dome formation
267040,Awu,16566,126223,Phreatic activity
267040,Awu,16566,126224,Lava dome formation
268010,Dukono,16573,126225,Fatalities
268010,Dukono,16573,126226,Earthquakes (undefined)
268010,Dukono,16574,126228,Lava flow(s)
268010,Dukono,16574,126229,Lava flow(s)
268010,Dukono,16575,126231,Explosion
268010,Dukono,16575,126232,Property damage
268010,Dukono,16576,126234,Explosion
268010,Dukono,16576,126235,Flames
268010,Dukono,16576,126236,Loud audible noises
268010,Dukono,16576,126237,Earthquakes (undefined)
268010,Dukono,16577,126239,Explosion
268010,Dukono,16577,126240,Ash
268010,Dukono,16577,126241,Lava flow(s)
268010,Dukono,16577,126242,Property damage
268010,Dukono,16577,126243,Lahar or mudflow
268010,Dukono,16577,126244,Loud audible noises
268010,Dukono,16577,126245,Cinder cone formation
268030,Ibu,16578,126247,Explosion
268030,Ibu,16578,126248,Ash
268030,Ibu,16578,126249,Eruption cloud
268030,Ibu,16579,126251,Explosion
268030,Ibu,16579,126252,Ash
268030,Ibu,16579,126253,Lava flow(s)
268030,Ibu,16579,126254,Lava dome formation
268030,Ibu,16579,126255,Loud audible noises
268030,Ibu,16579,126256,Earthquakes (undefined)
268030,Ibu,16580,126258,Lava dome formation
268040,Gamkonora,16591,126259,Explosion
268040,Gamkonora,16591,126260,Ash
268040,Gamkonora,16592,126262,Ash
268040,Gamkonora,16592,126263,Flames
268040,Gamkonora,16592,126264,Loud audible noises
268040,Gamkonora,16593,126266,Ash
268040,Gamkonora,16593,126267,Phreatic activity
268040,Gamkonora,16593,126268,Evacuations
268040,Gamkonora,16593,126269,Seismicity (volcanic)
268040,Gamkonora,16594,126271,Explosion
268040,Gamkonora,16594,126272,Ash
268040,Gamkonora,16595,126274,Ash
268040,Gamkonora,16595,126275,Phreatic activity
268040,Gamkonora,16595,126276,Evacuations
268040,Gamkonora,16595,126277,Loud audible noises
268040,Gamkonora,16595,126278,Earthquakes (undefined)
